tenderid,tenderrefno,title,description,groupid,procurement_amount_pacamt,tendercurrency,bidcurrency,createdate_iso,updatedate_iso,publishdate_iso,issuing_authority_name,issuing_authority_designation,issuing_organization_name,issuing_organization_code,issuing_address,issuing_email,issuing_contact_no,approving_authority_name,approving_authority_designation,approving_organization_name,approving_organization_code,emd_amount,tender_fee_amount,tender_processing_fee_amount
23390,01/2022-23/MID/SAMASTIPUR/20,"RENOVATION OF  POKHRAIRA  OLD STATE TUBEWELL UNDER M.I. DIVISION, SAMASTIPUR   (GROUP-20)","RENOVATION OF  POKHRAIRA  OLD STATE TUBEWELL UNDER M.I. DIVISION, SAMASTIPUR   (GROUP-20)",2462,1594735.0,INR,INR,2022-06-13T07:10:53.253000+00:00,2022-08-13T07:04:44+00:00,2022-06-14T07:11:08+00:00,DEEPAK KUMAR,EE,MINOR WATER RESOURCES DEPARTMENT,MWRD,MINOR IRRIGATION DIVISION SAMASTIPUR,eesamas-mi-bih@nic.in,9471572526,DEEPAK KUMAR,EE,MINOR WATER RESOURCES DEPARTMENT,MWRD,31900,5000,590
23391,01/2022-23/RCD/PURNEA,"Widening and Strengthening of Sarsi Chowk (NH-107) to Baheliya Sthan Chowk (SH-65) road via Parasmani under road Division,Purnea for the year 2019-20","Widening and Strengthening of Sarsi Chowk (NH-107) to Baheliya Sthan Chowk (SH-65) road via Parasmani under road Division,Purnea for the year 2019-20",2462,305009446.0,INR,INR,2022-06-13T09:08:54.386000+00:00,2022-06-27T04:51:55+00:00,2022-06-13T10:58:07+00:00,VASUDEO NANDAN,EXECUTIVE ENGINEER,ROAD CONSTRUCTION DEPARTMENT,RCDKNE,RCD ROAD DIVISION KISHANGANJ,eercdkne@gmail.com,9470001299,MD NAWAB ALAM,SUPERINTENDING ENGINEER,ROAD CONSTRUCTION DEPARTMENT,RCDCIRCLEPRN,4051000,10000,5900
23392,NIT-02/2022-23/GR03/chakiya,"CONSTRUCTION OF DRAIN FROM THE HOUSE OF RAJESH CHAUDHARY TO THE  SHANI TEMPLE IN KUAWA ROAD UNDER NAGAR PARISHAD,CHAKIA IN EAST CHAMPARAN ( MOTIHARI )","CONSTRUCTION OF DRAIN FROM THE HOUSE OF RAJESH CHAUDHARY TO THE  SHANI TEMPLE IN KUAWA ROAD UNDER NAGAR PARISHAD,CHAKIA IN EAST CHAMPARAN ( MOTIHARI )",2462,1000760.0,INR,INR,2022-06-13T09:11:59.357000+00:00,2022-07-14T09:33:11+00:00,2022-06-13T12:20:19+00:00,"EXECUTIVE OFFICER, CHAKIA",EO,NAGAR PANCHAYAT CHAKIA,NPC,"SAHEBGANJ ROAD, BARA CHAKAIA, WARD NO.-05, EAST CHAMPARAN",ulb.bih.chakia@gmail.com,7739130540,Executiv officer,E..O. Chakia,CHAKIA NAGAR PARISHAD,N.P Chakia,20500,2500,590
23393,NIT-02/2022-23/GR02/chakiya,"RENOVATION  OF OLD AUDITORIUM  HALL IN SUB-DIVISION  CAMPUS CHAKIA UNDER NAGAR PARISHAD, CHAKIA IN EAST CHAMPARAN ( MOTIHARI )","RENOVATION  OF OLD AUDITORIUM  HALL IN SUB-DIVISION  CAMPUS CHAKIA UNDER NAGAR PARISHAD, CHAKIA IN EAST CHAMPARAN ( MOTIHARI )",2462,1734403.0,INR,INR,2022-06-13T09:13:31.060000+00:00,2022-07-14T09:28:03+00:00,2022-06-13T12:16:15+00:00,"EXECUTIVE OFFICER, CHAKIA",EO,NAGAR PANCHAYAT CHAKIA,NPC,"SAHEBGANJ ROAD, BARA CHAKAIA, WARD NO.-05, EAST CHAMPARAN",ulb.bih.chakia@gmail.com,7739130540,Executiv officer,E..O. Chakia,CHAKIA NAGAR PARISHAD,N.P Chakia,35000,5000,590
23394,NIT-02/2022-23/GR01/chakiya,"STIMATION  FOR CONSTRUCTION OF FLAG STAGE AND  PATHWAY WITH E/W FILLING IN GROUND IN SUB-DIVISION  CAMPUS CHAKIA UNDER NAGAR PARISHAD,CHAKIA IN   EAST CHAMPARAN ( MOTIHARI )","STIMATION  FOR CONSTRUCTION OF FLAG STAGE AND  PATHWAY WITH E/W FILLING IN GROUND IN SUB-DIVISION  CAMPUS CHAKIA UNDER NAGAR PARISHAD,CHAKIA IN   EAST CHAMPARAN ( MOTIHARI )",2462,2466794.0,INR,INR,2022-06-13T09:13:58.112000+00:00,2022-07-14T09:23:51+00:00,2022-06-13T12:13:37+00:00,"EXECUTIVE OFFICER, CHAKIA",EO,NAGAR PANCHAYAT CHAKIA,NPC,"SAHEBGANJ ROAD, BARA CHAKAIA, WARD NO.-05, EAST CHAMPARAN",ulb.bih.chakia@gmail.com,7739130540,Executiv officer,E..O. Chakia,CHAKIA NAGAR PARISHAD,N.P Chakia,49500,5000,590
23396,NIT No. 18/PR/SBPDCL/2022,Procurement of 11 KV Aerial Bunched Cable [3x185(phase) + 1x150(Messenger) Sq mm],Procurement of 11 KV Aerial Bunched Cable [3x185(phase) + 1x150(Messenger) Sq mm],2499,196514400.0,INR,INR,2022-06-13T10:14:53.765000+00:00,2024-10-01T12:57:52+00:00,2022-06-15T05:12:24+00:00,SURESH PRASAD MANDAL,Electrical Superintending Engineer,SBPDCL,"STORE & PURCHASE DEPT, SBPDCL","2nd FLOOR, VIDYUT BHAWAN, PATNA",SURESH2009SBPDCL@gmail.com,9955544460,SURESH PRASAD MANDAL,"Electrical Superintending Engineer, Purchase",SBPDCL,"STORE & PURCHASE DEPT, SBPDCL",2965144,20000,5900
23398,"10/E/KAN/2022-23, Group No.-01","CONSTRUCTION OF U/G. DRAIN WORK FROM KARBIGHIYA MAIN 
ROAD TO RAILWAY BOUNDARY LANE NEAR TAPOSATHAN UNDER WARD NO- 29 PMC 
PATNA.","CONSTRUCTION OF U/G. DRAIN WORK FROM KARBIGHIYA MAIN 
ROAD TO RAILWAY BOUNDARY LANE NEAR TAPOSATHAN UNDER WARD NO- 29 PMC 
PATNA.",2462,343654.0,INR,INR,2022-06-13T11:06:17.720000+00:00,2022-10-14T09:54:35+00:00,2022-06-13T11:30:16+00:00,"Aashish Prasad, Executive Engineer",EXECUETIVE ENGINEER,"Kankarbagh Division,Patna Municipal Corporation,Patna",EEKANPMC,"Tempo Stand,Kankarbagh,Patna-20",kankarbaghworkdiv@gmail.com,9102804604,"Aashish Prasad,EXECUETIVE ENGINEER",EXECUETIVE ENGINEER,"Kankarbagh Division,Patna Municipal Corporation,Patna",KANKDIVPMC,6900,750,590
23399,NIT No. 19/PR/SBPDCL/2022,Procurement of 11 KV Aerial Bunched Cable [3x120(phase) + 1x95(Messenger) Sq mm],Procurement of 11 KV Aerial Bunched Cable [3x120(phase) + 1x95(Messenger) Sq mm],2499,118795005.0,INR,INR,2022-06-13T11:24:00.389000+00:00,2024-10-01T12:56:50+00:00,2022-06-15T05:11:08+00:00,SURESH PRASAD MANDAL,Electrical Superintending Engineer,SBPDCL,"STORE & PURCHASE DEPT, SBPDCL","2nd FLOOR, VIDYUT BHAWAN, PATNA",SURESH2009SBPDCL@gmail.com,9955544460,SURESH PRASAD MANDAL,"Electrical Superintending Engineer, Purchase",SBPDCL,"STORE & PURCHASE DEPT, SBPDCL",2187950,20000,5900
23400,NIT No. 20/PR/SBPDCL/2022,"Procurement of 11 KV Aerial Bunched Cable of sizes [3x95(phase) + 1x70(Messenger) Sq mm],  [3x70(phase) + 1x50(Messenger) Sq mm] & [3x50(phase) + 1x35+(Messenger) Sq mm]","Procurement of 11 KV Aerial Bunched Cable of sizes [3x95(phase) + 1x70(Messenger) Sq mm],  [3x70(phase) + 1x50(Messenger) Sq mm] & [3x50(phase) + 1x35+(Messenger) Sq mm]",2499,48703850.0,INR,INR,2022-06-13T11:30:50.509000+00:00,2024-10-01T12:36:55+00:00,2022-06-15T05:09:52+00:00,SURESH PRASAD MANDAL,Electrical Superintending Engineer,SBPDCL,"STORE & PURCHASE DEPT, SBPDCL","2nd FLOOR, VIDYUT BHAWAN, PATNA",SURESH2009SBPDCL@gmail.com,9955544460,SURESH PRASAD MANDAL,"Electrical Superintending Engineer, Purchase",SBPDCL,"STORE & PURCHASE DEPT, SBPDCL",974077,20000,5900
23402,E-Tender Notice No.- 08/2022-23 (GR01),Construction of Road and drain work from Anil Mahto house to all around OD shade of Subodh Singh in Ward No. 01 Under Scheme Mukhyamantri Nali Gali.,Construction of Road and drain work from Anil Mahto house to all around OD shade of Subodh Singh in Ward No. 01 Under Scheme Mukhyamantri Nali Gali.,2462,827916.0,INR,INR,2022-06-14T00:26:39.122000+00:00,2022-09-21T06:15:14+00:00,2022-06-14T08:56:58+00:00,"Ravi Kumar Arya Executive Officer Nagar Parishad, Barahiya","Executive Officer, N.P. Barahiya.","Nagar Parishad, Barahiya","Nagar Parishad, Barahiya",New Chawani English,n.p.barhiya@gmail.com,9350190902,"Ravi Kumar Arya Executive Officer, Nagar Parishad, Barahiya","EXECUTIVE OFFICER, N.P. Barahiya.","Nagar Parishad, Barahiya",801360,17000,1250,590
23403,E-Tender Notice No.- 08/2022-23 (GR02),Construction of Road & Drain work form shade of Gauri Babu to Naresh Pandit Ji house via Sati Pandit house in Ward No. 01 Under Mukhyamantri Nali Gali,Construction of Road & Drain work form shade of Gauri Babu to Naresh Pandit Ji house via Sati Pandit house in Ward No. 01 Under Mukhyamantri Nali Gali,2462,1544907.0,INR,INR,2022-06-14T00:43:16.353000+00:00,2022-09-13T10:56:32+00:00,2022-06-14T08:56:38+00:00,"Ravi Kumar Arya Executive Officer Nagar Parishad, Barahiya","Executive Officer, N.P. Barahiya.","Nagar Parishad, Barahiya","Nagar Parishad, Barahiya",New Chawani English,n.p.barhiya@gmail.com,9350190902,"Ravi Kumar Arya Executive Officer, Nagar Parishad, Barahiya","EXECUTIVE OFFICER, N.P. Barahiya.","Nagar Parishad, Barahiya",801360,31000,5000,590
23404,E-Tender Notice No.- 08/2022-23 (GR03),Construction of Road & Drain work form Manjhi Singh house to Shyam Lal Singh well Kantu Singh and Boundary of Govind Singh  in Ward no. 01 Under Mukhyamantri Nali Gali,Construction of Road & Drain work form Manjhi Singh house to Shyam Lal Singh well Kantu Singh and Boundary of Govind Singh  in Ward no. 01 Under Mukhyamantri Nali Gali,2462,1361086.0,INR,INR,2022-06-14T00:48:19.140000+00:00,2022-09-13T11:00:23+00:00,2022-06-14T08:56:15+00:00,"Ravi Kumar Arya Executive Officer Nagar Parishad, Barahiya","Executive Officer, N.P. Barahiya.","Nagar Parishad, Barahiya","Nagar Parishad, Barahiya",New Chawani English,n.p.barhiya@gmail.com,9350190902,"Ravi Kumar Arya Executive Officer, Nagar Parishad, Barahiya","EXECUTIVE OFFICER, N.P. Barahiya.","Nagar Parishad, Barahiya",801360,27500,2500,590
23405,E-Tender Notice No.- 08/2022-23 (GR04),Construction of Road & Drain work form Satish house to shade of Jagdambi Singh via Shade of Vishundev ba in Ward no. 01 Under Mukhyamantri Nali Gali,Construction of Road & Drain work form Satish house to shade of Jagdambi Singh via Shade of Vishundev ba in Ward no. 01 Under Mukhyamantri Nali Gali,2462,2054889.0,INR,INR,2022-06-14T00:52:32.104000+00:00,2022-09-13T11:05:18+00:00,2022-06-14T08:55:56+00:00,"Ravi Kumar Arya Executive Officer Nagar Parishad, Barahiya","Executive Officer, N.P. Barahiya.","Nagar Parishad, Barahiya","Nagar Parishad, Barahiya",New Chawani English,n.p.barhiya@gmail.com,9350190902,"Ravi Kumar Arya Executive Officer, Nagar Parishad, Barahiya","EXECUTIVE OFFICER, N.P. Barahiya.","Nagar Parishad, Barahiya",801360,41500,5000,590
23406,E-Tender Notice No.- 08/2022-23 (GR05),Construction of Road & Drain work form Sambhu Singh house to Naven Singh house via Batthu Singh House via Dasrath Singh house in Ward No. 01 Under Mukhyamantri Nali Gali,Construction of Road & Drain work form Sambhu Singh house to Naven Singh house via Batthu Singh House via Dasrath Singh house in Ward No. 01 Under Mukhyamantri Nali Gali,2462,870284.0,INR,INR,2022-06-14T00:58:42.123000+00:00,2022-09-13T11:10:39+00:00,2022-06-14T08:55:37+00:00,"Ravi Kumar Arya Executive Officer Nagar Parishad, Barahiya","Executive Officer, N.P. Barahiya.","Nagar Parishad, Barahiya","Nagar Parishad, Barahiya",New Chawani English,n.p.barhiya@gmail.com,9350190902,"Ravi Kumar Arya Executive Officer, Nagar Parishad, Barahiya","EXECUTIVE OFFICER, N.P. Barahiya.","Nagar Parishad, Barahiya",801360,17500,1250,590
23407,E-Tender Notice No.- 08/2022-23 (GR06),Construction of Road & Drain work form Near Dinesh Singh House in Mushari in Ward No. 01 Under Mukhyamantri Nali Gali,Construction of Road & Drain work form Near Dinesh Singh House in Mushari in Ward No. 01 Under Mukhyamantri Nali Gali,2462,1107263.0,INR,INR,2022-06-14T01:02:55.810000+00:00,2022-09-13T11:11:52+00:00,2022-06-14T08:55:12+00:00,"Ravi Kumar Arya Executive Officer Nagar Parishad, Barahiya","Executive Officer, N.P. Barahiya.","Nagar Parishad, Barahiya","Nagar Parishad, Barahiya",New Chawani English,n.p.barhiya@gmail.com,9350190902,"Ravi Kumar Arya Executive Officer, Nagar Parishad, Barahiya","EXECUTIVE OFFICER, N.P. Barahiya.","Nagar Parishad, Barahiya",801360,22500,2500,590
23408,E-Tender Notice No.- 08/2022-23 (GR07),Construction of Road & Drain work form Corner of Subodh Singh to bade Singh and Ramji Singh to Harihar Singh in  Ward No. 01 Under Mukhyamantri Nali Gali,Construction of Road & Drain work form Corner of Subodh Singh to bade Singh and Ramji Singh to Harihar Singh in  Ward No. 01 Under Mukhyamantri Nali Gali,2462,1559627.0,INR,INR,2022-06-14T01:06:58.275000+00:00,2022-09-13T11:13:08+00:00,2022-06-14T08:54:53+00:00,"Ravi Kumar Arya Executive Officer Nagar Parishad, Barahiya","Executive Officer, N.P. Barahiya.","Nagar Parishad, Barahiya","Nagar Parishad, Barahiya",New Chawani English,n.p.barhiya@gmail.com,9350190902,"Ravi Kumar Arya Executive Officer, Nagar Parishad, Barahiya","EXECUTIVE OFFICER, N.P. Barahiya.","Nagar Parishad, Barahiya",801360,31500,5000,590
23409,E-Tender Notice No.- 08/2022-23 (GR08),Construction of Road & Drain work form Kali Sthan to Rajjan Mahto to well in  Ward No. 01 Under Mukhyamantri Nali Gali,Construction of Road & Drain work form Kali Sthan to Rajjan Mahto to well in  Ward No. 01 Under Mukhyamantri Nali Gali,2462,1291610.0,INR,INR,2022-06-14T01:14:07.604000+00:00,2022-09-13T11:14:19+00:00,2022-06-14T08:54:29+00:00,"Ravi Kumar Arya Executive Officer Nagar Parishad, Barahiya","Executive Officer, N.P. Barahiya.","Nagar Parishad, Barahiya","Nagar Parishad, Barahiya",New Chawani English,n.p.barhiya@gmail.com,9350190902,"Ravi Kumar Arya Executive Officer, Nagar Parishad, Barahiya","EXECUTIVE OFFICER, N.P. Barahiya.","Nagar Parishad, Barahiya",801360,26000,2500,590
23410,E-Tender Notice No.- 08/2022-23 (GR11),Construction of Road & Drain work form Harishankar Singh to Gopal Singh and small street in ward no. 04 Under Mukhyamantri Nali Gali,Construction of Road & Drain work form Harishankar Singh to Gopal Singh and small street in ward no. 04 Under Mukhyamantri Nali Gali,2462,808698.0,INR,INR,2022-06-14T01:17:53.041000+00:00,2022-09-13T11:15:30+00:00,2022-06-14T08:53:50+00:00,"Ravi Kumar Arya Executive Officer Nagar Parishad, Barahiya","Executive Officer, N.P. Barahiya.","Nagar Parishad, Barahiya","Nagar Parishad, Barahiya",New Chawani English,n.p.barhiya@gmail.com,9350190902,"Ravi Kumar Arya Executive Officer, Nagar Parishad, Barahiya","EXECUTIVE OFFICER, N.P. Barahiya.","Nagar Parishad, Barahiya",801360,16500,1250,590
23411,E-Tender Notice No.- 08/2022-23 (GR14),Construction of Road & Drain work form Kamaldev Singh to Kanhaiya Ji via Atardev Singh in Ward no. 04 Under Mukhyamantri Nali Gali,Construction of Road & Drain work form Kamaldev Singh to Kanhaiya Ji via Atardev Singh in Ward no. 04 Under Mukhyamantri Nali Gali,2462,1021791.0,INR,INR,2022-06-14T01:30:54.609000+00:00,2022-09-13T11:16:30+00:00,2022-06-14T08:53:32+00:00,"Ravi Kumar Arya Executive Officer Nagar Parishad, Barahiya","Executive Officer, N.P. Barahiya.","Nagar Parishad, Barahiya","Nagar Parishad, Barahiya",New Chawani English,n.p.barhiya@gmail.com,9350190902,"Ravi Kumar Arya Executive Officer, Nagar Parishad, Barahiya","EXECUTIVE OFFICER, N.P. Barahiya.","Nagar Parishad, Barahiya",801360,20500,2500,590
23412,E-Tender Notice No.- 08/2022-23 (GR15),Construction of Road & Drain with culvert work from near Ajit Patrakar House in ward no. 06 Under Mukhyamantri Nali Gali,Construction of Road & Drain with culvert work from near Ajit Patrakar House in ward no. 06 Under Mukhyamantri Nali Gali,2462,2664630.0,INR,INR,2022-06-14T01:35:47.499000+00:00,2022-09-15T06:24:34+00:00,2022-06-14T08:53:13+00:00,"Ravi Kumar Arya Executive Officer Nagar Parishad, Barahiya","Executive Officer, N.P. Barahiya.","Nagar Parishad, Barahiya","Nagar Parishad, Barahiya",New Chawani English,n.p.barhiya@gmail.com,9350190902,"Ravi Kumar Arya Executive Officer, Nagar Parishad, Barahiya","EXECUTIVE OFFICER, N.P. Barahiya.","Nagar Parishad, Barahiya",801360,53500,5000,590
23413,E-Tender Notice No.- 08/2022-23 (GR16),Construction of Road & Drain work from Maharani Asthan to Gangtri via Jay Singh house in Ward No. 07  Under Mukhyamantri Nali Gali,Construction of Road & Drain work from Maharani Asthan to Gangtri via Jay Singh house in Ward No. 07  Under Mukhyamantri Nali Gali,2462,653843.0,INR,INR,2022-06-14T01:50:32.541000+00:00,2022-09-26T05:29:32+00:00,2022-06-14T08:52:55+00:00,"Ravi Kumar Arya Executive Officer Nagar Parishad, Barahiya","Executive Officer, N.P. Barahiya.","Nagar Parishad, Barahiya","Nagar Parishad, Barahiya",New Chawani English,n.p.barhiya@gmail.com,9350190902,"Ravi Kumar Arya Executive Officer, Nagar Parishad, Barahiya","EXECUTIVE OFFICER, N.P. Barahiya.","Nagar Parishad, Barahiya",801360,13500,1250,590
23416,E-Tender Notice No.- 08/2022-23 (GR22),Construction of road and drain work from NH-80 to anil jha and NH80 to vinay ripunjay singh house to shankar yadav to mantu yadav in ward no 08  under scheme mukhyamantri nali gali .,Construction of road and drain work from NH-80 to anil jha and NH80 to vinay ripunjay singh house to shankar yadav to mantu yadav in ward no 08  under scheme mukhyamantri nali gali .,2462,1094338.0,INR,INR,2022-06-14T02:11:12.864000+00:00,2022-09-13T11:18:12+00:00,2022-06-14T08:51:50+00:00,"Ravi Kumar Arya Executive Officer Nagar Parishad, Barahiya","Executive Officer, N.P. Barahiya.","Nagar Parishad, Barahiya","Nagar Parishad, Barahiya",New Chawani English,n.p.barhiya@gmail.com,9350190902,"Ravi Kumar Arya Executive Officer, Nagar Parishad, Barahiya","EXECUTIVE OFFICER, N.P. Barahiya.","Nagar Parishad, Barahiya",801360,22000,2500,590
23417,E-Tender Notice No.- 08/2022-23 (GR23),Construction of road and drain work from chokhan singh house to bachkun singh house and small street in ward no. 08 under scheme mukhyamantri nali gali,Construction of road and drain work from chokhan singh house to bachkun singh house and small street in ward no. 08 under scheme mukhyamantri nali gali,2462,515088.0,INR,INR,2022-06-14T02:14:52.848000+00:00,2022-09-13T11:19:16+00:00,2022-06-14T08:51:30+00:00,"Ravi Kumar Arya Executive Officer Nagar Parishad, Barahiya","Executive Officer, N.P. Barahiya.","Nagar Parishad, Barahiya","Nagar Parishad, Barahiya",New Chawani English,n.p.barhiya@gmail.com,9350190902,"Ravi Kumar Arya Executive Officer, Nagar Parishad, Barahiya","EXECUTIVE OFFICER, N.P. Barahiya.","Nagar Parishad, Barahiya",801360,10500,1250,590
23418,E-Tender Notice No.- 08/2022-23 (GR24),Construction of road and drain work from gopl singh bngl to surj singh house  in ward no. 09 under scheme mukhyamantri nali gali .,Construction of road and drain work from gopl singh bngl to surj singh house  in ward no. 09 under scheme mukhyamantri nali gali .,2462,766822.0,INR,INR,2022-06-14T02:18:12.104000+00:00,2022-09-13T11:20:42+00:00,2022-06-14T08:33:01+00:00,"Ravi Kumar Arya Executive Officer Nagar Parishad, Barahiya","Executive Officer, N.P. Barahiya.","Nagar Parishad, Barahiya","Nagar Parishad, Barahiya",New Chawani English,n.p.barhiya@gmail.com,9350190902,"Ravi Kumar Arya Executive Officer, Nagar Parishad, Barahiya","EXECUTIVE OFFICER, N.P. Barahiya.","Nagar Parishad, Barahiya",801360,15500,1250,590
23419,E-Tender Notice No.- 08/2022-23 (GR26),Construction of road and drain work from Ashok singh house to Late Prushotam Singh to Faudi Singh house in ward no. 09 under scheme mukhyamantri nali gali,Construction of road and drain work from Ashok singh house to Late Prushotam Singh to Faudi Singh house in ward no. 09 under scheme mukhyamantri nali gali,2462,1746626.0,INR,INR,2022-06-14T02:21:03.540000+00:00,2022-09-13T11:21:41+00:00,2022-06-14T08:33:20+00:00,"Ravi Kumar Arya Executive Officer Nagar Parishad, Barahiya","Executive Officer, N.P. Barahiya.","Nagar Parishad, Barahiya","Nagar Parishad, Barahiya",New Chawani English,n.p.barhiya@gmail.com,9350190902,"Ravi Kumar Arya Executive Officer, Nagar Parishad, Barahiya","EXECUTIVE OFFICER, N.P. Barahiya.","Nagar Parishad, Barahiya",801360,35500,5000,590
23420,E-Tender Notice No.- 08/2022-23 (GR28),Construction of road and drain work from Munna singh House to Bhola singh Bathan in ward no. 09 under scheme mukhyamantri nali gali .,Construction of road and drain work from Munna singh House to Bhola singh Bathan in ward no. 09 under scheme mukhyamantri nali gali .,2462,877752.0,INR,INR,2022-06-14T02:23:57.778000+00:00,2022-09-13T11:22:51+00:00,2022-06-14T08:33:41+00:00,"Ravi Kumar Arya Executive Officer Nagar Parishad, Barahiya","Executive Officer, N.P. Barahiya.","Nagar Parishad, Barahiya","Nagar Parishad, Barahiya",New Chawani English,n.p.barhiya@gmail.com,9350190902,"Ravi Kumar Arya Executive Officer, Nagar Parishad, Barahiya","EXECUTIVE OFFICER, N.P. Barahiya.","Nagar Parishad, Barahiya",801360,18000,1250,590
23421,E-Tender Notice No.- 08/2022-23 (GR29),Construction of road and drain work from Bambam mahto house to Masudan Saw Via Shankar Das in ward no. 09 under scheme mukhyamantri nali gali,Construction of road and drain work from Bambam mahto house to Masudan Saw Via Shankar Das in ward no. 09 under scheme mukhyamantri nali gali,2462,648485.0,INR,INR,2022-06-14T02:29:31.807000+00:00,2022-09-13T11:23:55+00:00,2022-06-14T08:35:45+00:00,"Ravi Kumar Arya Executive Officer Nagar Parishad, Barahiya","Executive Officer, N.P. Barahiya.","Nagar Parishad, Barahiya","Nagar Parishad, Barahiya",New Chawani English,n.p.barhiya@gmail.com,9350190902,"Ravi Kumar Arya Executive Officer, Nagar Parishad, Barahiya","EXECUTIVE OFFICER, N.P. Barahiya.","Nagar Parishad, Barahiya",801360,13000,1250,590
23423,E-Tender Notice No.- 08/2022-23 (GR33),"Construction of road and drain work from NH-80 to Karu Singh, Bilas Mahto to Mukesh Trivedi House in ward no. 10 under scheme mukhyamantri nali gali","Construction of road and drain work from NH-80 to Karu Singh, Bilas Mahto to Mukesh Trivedi House in ward no. 10 under scheme mukhyamantri nali gali",2462,2823088.0,INR,INR,2022-06-14T02:36:20.881000+00:00,2022-09-14T08:47:28+00:00,2022-06-14T08:34:23+00:00,"Ravi Kumar Arya Executive Officer Nagar Parishad, Barahiya","Executive Officer, N.P. Barahiya.","Nagar Parishad, Barahiya","Nagar Parishad, Barahiya",New Chawani English,n.p.barhiya@gmail.com,9350190902,"Ravi Kumar Arya Executive Officer, Nagar Parishad, Barahiya","EXECUTIVE OFFICER, N.P. Barahiya.","Nagar Parishad, Barahiya",801360,56500,5000,590
23424,E-Tender Notice No.- 08/2022-23 (GR34),"Construction of road and drain work from Surendra Singh to Anachh Mahto, N.H-80 to Rajjan Yadav, Ramu Das to Bhagat Jee, Hari Singh to Umesh Singh, Chhinu saah to ramotar saah, Shivbalak Singh to ramanand Mandal house in ward no. 10 under scheme mukhyamantri nali gali .","Construction of road and drain work from Surendra Singh to Anachh Mahto, N.H-80 to Rajjan Yadav, Ramu Das to Bhagat Jee, Hari Singh to Umesh Singh, Chhinu saah to ramotar saah, Shivbalak Singh to ramanand Mandal house in ward no. 10 under scheme mukhyamantri nali gali .",2462,2538610.0,INR,INR,2022-06-14T02:40:10.540000+00:00,2022-09-14T08:39:56+00:00,2022-06-14T08:34:42+00:00,"Ravi Kumar Arya Executive Officer Nagar Parishad, Barahiya","Executive Officer, N.P. Barahiya.","Nagar Parishad, Barahiya","Nagar Parishad, Barahiya",New Chawani English,n.p.barhiya@gmail.com,9350190902,"Ravi Kumar Arya Executive Officer, Nagar Parishad, Barahiya","EXECUTIVE OFFICER, N.P. Barahiya.","Nagar Parishad, Barahiya",801360,51000,5000,590
23425,E-Tender Notice No.- 08/2022-23 (GR36),Construction of road and drain work from harishankar singh house to umesh singh house in ward no. 10 under scheme mukhyamantri nali gali,Construction of road and drain work from harishankar singh house to umesh singh house in ward no. 10 under scheme mukhyamantri nali gali,2462,729077.0,INR,INR,2022-06-14T02:45:42.935000+00:00,2022-09-13T11:25:54+00:00,2022-06-14T08:35:24+00:00,"Ravi Kumar Arya Executive Officer Nagar Parishad, Barahiya","Executive Officer, N.P. Barahiya.","Nagar Parishad, Barahiya","Nagar Parishad, Barahiya",New Chawani English,n.p.barhiya@gmail.com,9350190902,"Ravi Kumar Arya Executive Officer, Nagar Parishad, Barahiya","EXECUTIVE OFFICER, N.P. Barahiya.","Nagar Parishad, Barahiya",801360,15000,1250,590
23426,E-Tender Notice No.- 08/2022-23 (GR37),"Construction of road and drain work from Sager Singh to Manoj Paswan, Sanjay Mahto to Anil Ram, Lakshmi saw to Lal Singh, Binod Ram to Ganesh Ram, Jawahar Paswan to Pappu Jha, Randhir Kumar to Bablu, Jitan Mahto to Krishna Singh and Mukesh Saw to Ajit Mahto in ward no. 11 under scheme mukhyamantri nali gali .","Construction of road and drain work from Sager Singh to Manoj Paswan, Sanjay Mahto to Anil Ram, Lakshmi saw to Lal Singh, Binod Ram to Ganesh Ram, Jawahar Paswan to Pappu Jha, Randhir Kumar to Bablu, Jitan Mahto to Krishna Singh and Mukesh Saw to Ajit Mahto in ward no. 11 under scheme mukhyamantri nali gali .",2462,3490499.0,INR,INR,2022-06-14T02:48:52.955000+00:00,2022-06-21T09:31:00+00:00,2022-06-14T08:36:07+00:00,"Ravi Kumar Arya Executive Officer Nagar Parishad, Barahiya","Executive Officer, N.P. Barahiya.","Nagar Parishad, Barahiya","Nagar Parishad, Barahiya",New Chawani English,n.p.barhiya@gmail.com,9350190902,"Ravi Kumar Arya Executive Officer, Nagar Parishad, Barahiya","EXECUTIVE OFFICER, N.P. Barahiya.","Nagar Parishad, Barahiya",801360,70000,5000,590
23427,E-Tender Notice No.- 08/2022-23 (GR39),Construction of road and drain work from main road to surendra singh house in ward no. 13 under scheme mukhyamantri nali gali .,Construction of road and drain work from main road to surendra singh house in ward no. 13 under scheme mukhyamantri nali gali .,2462,1065229.0,INR,INR,2022-06-14T02:54:01.065000+00:00,2022-09-13T11:27:00+00:00,2022-06-14T08:36:55+00:00,"Ravi Kumar Arya Executive Officer Nagar Parishad, Barahiya","Executive Officer, N.P. Barahiya.","Nagar Parishad, Barahiya","Nagar Parishad, Barahiya",New Chawani English,n.p.barhiya@gmail.com,9350190902,"Ravi Kumar Arya Executive Officer, Nagar Parishad, Barahiya","EXECUTIVE OFFICER, N.P. Barahiya.","Nagar Parishad, Barahiya",801360,21500,2500,590
